sat-search:0.3.0
start_jupyter_cm:2.3.2
pre_commit:4.1.0
fluids:1.1.0
django-money:3.5.3
sdss-marvin:2.8.2
edx-lint:5.6.0
robotframework-requests:0.9.7
txtorcon:24.8.0
pytest-testdox:3.1.0
deezer-python:7.1.1
asv:0.6.4
mir_eval:0.8.1
Flask-API:3.1
Flask-Caching:2.3.0
shotgun_api3:3.5.1
flavio:2.6.2
yank:1.0.0
pretenders:1.4.5
nichtparasoup:2.5.1
stix2-validator:3.2.0
gdcdictionary:1.2.0
netbox:0.0.2
synapseclient:4.7.0
prospector:1.14.1
msprime:1.3.3
mpf-mc:0.57.1
mintpy:1.6.1
duo_client:5.4.0
cobra:0.29.1
sourmash:4.8.4
compair:0.1.0
optimizely-sdk:5.1.0
edx-enterprise:5.6.12
bitstring:4.3.0
tock:0.38
pymrio:0.5.4
divio-cli:4.0.3
selene:1.0.2
ginga:5.2.0
pronto:2.6.0
python-can:4.5.0
altair:5.5.0
pyvat:1.3.18
pyp2rpm:3.3.10
baseband:4.1.3
loki:0.5.6
googlemaps:4.10.0
deepdiff:8.2.0
pybids:0.18.1
django-modeltranslation:0.19.12
django-waffle:4.2.0
inquirer:3.4.0
isort:6.0.0
asdf:4.1.0
drf-tracking:1.5.0
datasketch:1.6.5
pyshark:0.6
pylxd:2.3.5
drizzlepac:3.6.2
aws-parallelcluster:3.12.0
WeRoBot:1.13.1
restless:2.2.0
SoftLayer:6.2.6
parallel-ssh:2.14.0
gitman:3.5.2
gitlint:0.19.1
mapclient:0.23.0
bson:0.5.10
stone:3.3.8
Collectfast:2.2.0
responses:0.25.6
pywebview:5.4
image-process:0.0.1
pynvim:0.5.2
pyxform:2.0.3
aboutcode-toolkit:11.0.0
mygeotab:0.9.2
kinto-signer:8.1.1
QtAwesome:1.3.1
ipykernel:6.29.5
chainer:7.8.1
leancloud:3.0.2
WazeRouteCalculator:0.15
hocr-tools:1.1.1
umi_tools:1.1.6
safetyculture-sdk-python:4.1.2
docker-py:1.10.6
pyquaternion:0.9.9
bundlewrap:4.21.0
scuba:2.13.1
dirsearch:0.4.3.post1
django-cachalot:2.7.0
django-s3direct:2.0.3
jupyter_server:2.15.0
apio:0.9.5
panoptes-pocs:0.7.8
onecodex:0.17.0
ably:2.0.10
pygmsh:7.1.17
kivy-ios:2024.3.17
Nikola:8.3.1
coconut:3.1.2
pyas2lib:1.4.3
goodvibes:3.2
openpathsampling:1.6.0
hsds:0.9.2
python-bioformats:4.1.0
autosar:0.4.2
atlassian-python-api:3.41.19
conan:2.12.2
pywinauto:0.6.9
google-apitools:0.5.32
tax-calculator:1.2.4
satpy:0.51.0
geopandas:1.0.1
TPOT:0.12.2
fbpic:0.26.1
python-irodsclient:3.0.0
imageio:2.37.0
datashader:0.17.0
rocket-python:1.3.4
pyverilog:1.3.0
pytrainer:1.0.0
easypost:9.5.0
Greg:0.4.8
bCNC:0.9.15
isso:0.13.0
pwntools:4.14.0
jsnapy:1.3.8
quantarhei:0.0.65
InSilicoSeq:2.0.1
gplaycli:3.29
alerta-server:9.0.4
python-asana:0.1.0
astroquery:0.4.9.post1
cwltool:3.1.20250110105449
oic:1.7.0
pydm:1.25.2
emcee:3.1.6
pydocstyle:6.3.0
django-maintenance-mode:0.21.1
onadata:0.1
schema-salad:8.8.20250205075315
popper:2020.9.1
ansible-cmdb:1.31
amcrest:1.9.8
fs:2.4.16
pynbody:1.6.0.post0
windpowerlib:0.2.2
flask_jsondash:6.2.3
tikzplotlib:0.10.1
porespy:2.4.1
esgf-pyclient:0.3.1
m3u8:6.0.0
aiobotocore:2.20.0
sos:0.25.1
pywbem:1.7.2
graphene:3.4.3
pythonwhat:2.28.0
discretize:0.10.0
PyAbel:0.9.0
iminuit:2.30.1
wechatpy:1.8.18
parsec-cloud:2.17.0
spotdl:4.2.11
piqueserver:1.2.0
snowflake-sqlalchemy:1.7.3
miasm:0.1.5
python-digitalocean:1.17.0
briefcase:0.3.22
cfchecker:4.1.0
chempy:0.9.0
picca:9.12.0
arviz:0.17.1
tardis:0.1
bluesky:1.13
yamale:6.0.0
khal:0.11.3
pyAFQ:1.3.6
vcrpy:7.0.0
circus:0.19.0
px:0.2.2
copier:9.5.0
caster:0.1
synphot:1.3.post0
iris-grib:0.19.0
djoser:2.3.1
mqttwarn:0.35.0
cameo:0.13.6
instrumental:0.5.3
translate:3.6.1
canmatrix:1.2
faraday:0.0.1018.dev1438
python-dateutil:2.9.0.post0
django-pagedown:2.2.1
acertmgr:1.0.5
batchspawner:1.3.0
whisper:1.1.10
troposphere:4.9.0
tesserocr:2.8.0
pyang:2.6.1
django-mptt:0.16.0
dsmr-parser:1.4.3
PyScaffold:4.6
python-telegram-bot:21.10
fc-client:0.6.16
stoq-framework:3.0.1
colormath:3.0.0
luigi:3.6.0
powerplantmatching:0.7.1
datagristle:0.2.3
patroni:4.0.5
heroku3:5.2.1
cu2qu:1.6.7.post2
wagtail:6.4.1
dash:2.18.2
meshzoo:0.11.6
pre_commit_hooks:5.0.0
gridsync:0.4.2
dustmaps:1.0.13
redfish:3.2.8
treq:24.9.1
bx-python:0.13.0
photutils:1.11.0
connexion:3.2.0
bayesian-optimization:2.0.3
zfs_autobackup:3.3
ntfy:2.7.0
bifrost:19.1.0
crudini:0.9.5
uncertainpy:1.2.3
netmiko:4.5.0
Flask-Validator:1.4.2
django-comments-xtd:2.10.2
clifford:1.4.0
pulse2percept:0.9.0
signxml:4.0.3
poliastro:0.17.0
ha-philipsjs:3.2.2
lexos:0.0.1a1
cr8:0.27.2
xgcm:0.8.1
stream-django:1.8.0
edx-i18n-tools:1.6.3
api:0.0.7
gala:1.8.1
django-advanced-filters:2.0.0
pysd:3.14.2
yarl:1.18.3
plover:4.0.0
lti-consumer-xblock:9.13.2
perceval:1.1.1
requests-mock:1.12.1
sourmash:4.8.4
django-config-models:2.8.0
edx-search:4.1.3
holoviews:1.20.1
vcsi:7.0.16
python-ternary:1.0.8
django-cryptography:1.1
cf-units:3.2.0
anki:25.02
python-escpos:3.1
django-celery-beat:2.7.0
django-modern-rpc:1.1.0
galore:0.9.2
projectq:0.8.0
TM1py:2.0.4
stimela:2.0.2
twitter-ads:11.0.0
django-mfa:3.2
wagtailmedia:0.15.2
tensorlayer:2.2.5
pysmb:1.2.10
tasktiger:0.21.0
ntc_templates:7.7.0
Flintrock:2.1.0
django-auditlog:3.0.0
nuts:3.4.0
vncdotool:1.2.0
aiohttp:3.11.12
chatbotAI:0.3.1.3
yellowbrick:1.5
auspex:2020.1
sc2reader:1.8.0
atlite:0.3.0
symbiotic:1.0.0a3
swat:1.15.0
jupyter_client:8.6.3
thefuck:3.32
backend.ai-manager:21.9.9
autokey:0.96.0
Flask-Caching:2.3.0
cobra:0.29.1
sshpubkeys:3.3.1
aiohttp-apiset:0.9.16
googleads:45.0.0
totalopenstation:0.5.2
grc:1.0.0.post3
hydrofunctions:0.2.4
django-two-factor-auth:1.17.0
django-modelcluster:6.4
watchmaker:0.29.2
splitwise:3.0.0
spotipy:2.25.0
flare-floss:3.1.1
pyinfra:3.2
auditwheel:6.2.0
xmitgcm:0.5.2
BobBuildTool:0.25.0
mote:0.0.4
f5-sdk:3.0.21
junos-eznc:2.7.2
scdl:2.12.4
gspread:6.1.4
qiniu:7.15.0
imbalanced-learn:0.12.4
canvasapi:3.3.0
backslash:2.39.0
graphbrain:0.6.1
dbt:1.0.0.38.28
djangorestframework-jsonapi:7.1.0
kibitzr:7.0.6
runlike:1.5.4
experimenter:0.1a0
smartsheet-python-sdk:3.0.4
matrix-synapse:1.124.0
python-semantic-release:9.20.0
flare-floss:3.1.1
xrft:1.0.1
anitya:1.10.0
POT:0.9.5
pytest:8.3.4
boofuzz:0.4.2
quit-store:0.24.0
todoman:4.5.0
dnsdiag:2.6.0
tableaudocumentapi:0.11
graphene-django:3.2.2
aiohttp-devtools:1.1.2
beautysh:6.2.1
grablib:0.8
tcconfig:0.29.1
reprozip:1.3
anaconda-client:1.2.2
gcovr:8.3
hug:2.6.1
anytree:2.12.1
fontmake:3.10.0
rq:2.1.0
hyperspy:2.2.0
WsgiDAV:4.3.3
secsgem:0.3.0
wger:2.1
django-q:1.3.9
help50:3.0.5
cachier:3.1.2
skosprovider:1.2.0
django-agnocomplete:2.2.0
websockify:0.12.0
noipy:1.5.3
kinto:19.6.0
astroid:3.3.8
cookiecutter:2.6.0
pywerview:0.7.1
pywps:4.6.0
arq:0.26.3
django-auth-adfs:1.15.0
siphon:0.9
alibuild:1.17.15
pysat:3.2.1
patchman:3.0.15
django-user-sessions:2.0.0
thetis:0.2.2
scikit-video:1.1.11
jaeger-client:4.8.0
landlab:2.6.0
smpplib:2.2.4
qgrid:1.3.1
fusesoc:2.4.2
pyntcloud:0.3.1
django-helpdesk:1.3.0
osgar:0.3.0
click-shell:2.1
booleanOperations:0.9.0
ChainConsumer:0.34.0
docker-squash:1.2.2
cardinal:0.0.9
demandlib:0.2.1
libensemble:1.4.3
pyphi:1.2.0
transitions:0.9.2
OpenTimelineIO:0.17.0
trimesh:4.6.3
bugsnag:4.7.1
algoliasearch:4.13.2
becquerel:0.6.0
geopy:2.4.1
python-casacore:3.6.1
teaser:1.1.0
mine:3.1.1
Flask-RESTful:0.3.10
pyramid_jsonapi:2.2.13
dfvfs:20240505
autosuspend:0.6
placebo:0.10.0
grafanalib:0.7.1
nextstrain-augur:28.0.1
sentinelsat:1.2.1
internetarchive:5.2.1
tockloader:1.13.0
psd-tools:1.10.6
specutils:1.16.0
scrapinghub:2.5.0
cocotb:1.9.2
mongoengine:0.29.1
exhale:0.3.7
td-watson:2.1.0
regionmask:0.12.1
packet-python:1.44.3
hy:1.0.0
instaloader:4.14.1
django-markdownx:4.0.7
nox:2025.2.9
edx-auth-backends:4.4.0
readme_renderer:44.0
dolo:0.4.9.20
SpeechRecognition:3.14.1
buildbot:4.2.1
hvac:2.3.0
certbot:3.2.0
ReBench:1.3.0
arxiv:2.1.3
chaospy:4.3.17
tabpy:2.13.0
Telethon:1.39.0
dbt:1.0.0.38.28
keepercommander:17.0.6
pylint-odoo:9.3.2
pandas-datareader:0.10.0
pyrr:0.10.3
aioredis:2.0.1
flask-mongoengine:1.0.0
mongomock:4.3.0
eiffel:0.1
fontMath:0.9.4
wikidataintegrator:0.9.30
django-salesforce:5.1
python-mystrom:2.2.0
nbgrader:0.9.5
awslimitchecker:12.0.0
django-formidable:7.2.0
sfs:0.6.2
OWSLib:0.31.0
labelme:5.6.1
jira:3.8.0
exdir:0.5.0.1
python-highcharts:0.4.2
pytest-django:4.10.0
fabio:2024.9.0
pynamodb:6.0.2
pycgtool:2.0.0
astroalign:2.6.1
keepkey:6.3.1
django-hijack:3.7.1
pyuploadcare:6.1.0
splinter:0.21.0
finta:1.3
aioresponses:0.7.8
autopep8:2.3.2
gwpy:3.0.12
polyaxon:2.6.1
dials:0.0.1
instrumentkit:0.6.0
fcm-django:2.2.1
python-xlib:0.33
pyvmomi:8.0.3.0.1
Appium-Python-Client:4.5.0
thumbor:7.7.4
slack-export-viewer:3.1.0
edx-drf-extensions:10.5.0
pontoon:0.2.4
textstat:0.7.5
simplemonitor:1.13.0
xattr:1.1.4
sqlalchemy-filters:0.13.0
patsy:1.0.1
gtdbtk:2.4.0
mitmproxy:9.0.1
nengo-gui:0.5.0
buildingspy:5.1.0
termgraph:0.5.3
pexpect:4.9.0
aiohttp-sse:2.2.0
wechatsogou:4.5.4
pydl:1.0.1
oauthlib:3.2.2
mbed-cli:1.10.5
hypothesis:6.126.0
carto:1.11.3
arctic:1.82.2
pywinrm:0.5.0
tomodachi:0.28.2
rdiff-backup:2.2.6
FireWorks:2.0.4
AegeanTools:2.3.0
auto-sklearn:0.15.0
coala:0.11.0
h5pyd:0.21.0
pykwalify:1.8.0
edx-codejail:3.5.2
opensesame-core:4.0.32
streamlink:7.1.3
wagtail-modeltranslation:0.15.2
pan-os-python:1.12.1
ffpuppet:0.16.4
rmsd:1.6.4
cloudinary:1.42.2
xblock-utils:4.0.0
sure:2.0.1
gns3-gui:3.0.3
homeassistant-cli:0.9.6
python-for-android:2024.1.21
pyresample:1.31.0
pyrpl:0.9.3.6
qtaf:5.6.10
backy2:2.9.17
auth0-python:4.8.0
gpustat:1.1.1
kobo:0.39.0
gmplot:1.4.1
pysb:1.16.0
exabgp:4.2.22
moviepy:2.1.2
dropbox:12.0.2
QDarkStyle:3.2.3
instalooter:2.4.4
django-elasticsearch-dsl:8.0
vispy:0.14.3
indra:1.23.0
Flask-REST-JSONAPI:0.31.2
ogcore:0.13.2
nixio:1.5.4
watchtower:3.3.1
mixpanel:4.10.1
utm:0.8.0
eliot:1.16.0
mininet:2.3.0.dev6
pysynphot:2.0.0
django-lti-provider:1.0.0
pdfplumber:0.11.5
dateparser:1.2.1
pyzmq:26.2.1
databroker:1.2.5
cookiecutter-django:1.11.9
secedgar:0.5.0
saws:0.4.3
Flask-RESTy:5.0.0
ophyd:1.10.0
pantable:0.14.2
boto3:1.36.26
Flask-JWT-Extended:4.7.1
pyminc:0.57
nibabel:5.3.2
coveralls:4.0.1
cytomine-python-client:3.0.0
cheroot:10.0.1
django-redshift-backend:5.0.0
mwclient:0.11.0
dj-stripe:2.8.4
oss2:2.19.1
mc3:3.2.0
xblock-problem-builder:5.1.4
rdtools:3.0.0
large-image:1.31.1
staticjinja:5.0.0
django-mjml:1.3
blivet:3.12.0
scrapyd:1.5.0
numbsql:7.1.0
cloudbridge:3.2.0
natto-py:1.0.1
symfit:0.5.6
losoto:2.4.4
aiomonitor:0.7.1
dot2tex:2.11.3
seed:0.11.3
radical.entk:1.90.0
opentok:3.11.0
mediafile:0.13.0
proselint:0.14.0
ikpy:3.4.2
buku:4.9
djangorestframework:3.15.2
django-oauth-toolkit:3.0.1
sphinx-gallery:0.19.0
PyExcelerate:0.12.0
guiqwt:4.4.4
mail-parser:4.1.2
cis:1.7.8
pybel:0.15.5
xknx:2.12.2
feedinlib:0.0.12
pyocd:0.36.0
jpush:3.3.9
pendulum:3.0.0
html5validator:0.4.2
httpie:3.2.4
mws:0.8.15
FiPy:3.4.5
turbustat:1.3
pike-smb2:0.4.0
django-jet:1.0.8
numcodecs:0.12.1
goodman_pipeline:1.3.8
netjsonconfig:1.1.1.post1
newrelic:10.6.0
openhtf:1.5.2
pathos:0.3.3
Flask-Cors:5.0.0
distgen:2.1
cost-of-capital-calculator:2.0.0
uncertainties:3.2.2
visidata:3.1.1
qupulse:0.9
pyexcel-ods3:0.6.1
firecloud:0.16.37
django-measurement:3.2.4
pydeps:3.0.1
django-weasyprint:2.3.1
PseudoNetCDF:3.4.0
shub:2.15.4
pyntc:2.0.2
janus:2.0.0
oggm:1.6.2
http-prompt:2.1.0
ehtim:1.2.10
PyLaTeX:1.4.2
django-getpaid:2.3.0
urh:2.9.8
cclib:1.8.1
python-nomad:2.1.0
django-braces:1.16.0
codalab:1.7.5
temboard:9.0.1
sockjs:0.11.0
enocean:0.60.1
odl:0.8.1
mozilla-django-oidc:4.0.1
skosify:2.3.0
Fileseq:2.1.2
pypot:5.0.2
rally:4.1.0
goless:0.7.2
revscoring:2.11.13
vit:2.3.3
h5py:3.13.0
django-raster:0.8.1
pynetdicom:2.0.2
pip-tools:7.4.1
sncosmo:2.12.0
mrf:1.0.4
parsel:1.10.0
bioservices:1.12.0
kingpin:4.0.2
gseapy:1.1.5
nengo-spa:2.0.0
graftm:0.15.1
razorpay:1.4.2
broadlink:0.19.0
fontaine:1.4.0
robotframework-appiumlibrary:2.1.0
tethys:0.0.0
orator:0.9.9
nbsphinx:0.9.6
windows:0.1.1
pynsq:0.9.1
grow:2.2.3
trufont:0.6.6
conan_package_tools:0.39.1
comictagger:1.5.5
sendgrid:6.11.0
polytope:0.2.5
puppetboard:6.0.1
roulier:1.1.1
pytrip98gui:1.5.0
python-tcxparser:2.3.0
kmapper:2.1.0
pysaml2:7.5.2
python-twitter:3.5
stcgal:1.10
widgetastic.core:1.1.0
okpy:1.18.1
PGPy:0.6.0
dnsrecon:0.10.1
elephant:1.1.1
trakt:3.4.0
mackup:0.8.41
chisel:1.3.7
radish_bdd:0.18.1
rororo:3.3.0
inmanta-core:10.0.0
hypha:0.20.47.post13
definitions:0.2.0
awscurl:0.36
foremast:5.15.4
rvic:1.1.0.post1
prospector:1.14.1
godot-python:0.1.0
librosa:0.10.2.post1
shippo:3.9.0
pylint:3.3.4
cleo:2.1.0
geocoder:1.38.1
graphene-sqlalchemy:2.3.0
uranium:2.1.2
